id,client_order_id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,replaced_by,replaces,asset_id,symbol,asset_class,qty,filled_qty,filled_avg_price,order_class,order_type,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs
e641cb42-c67c-4c99-bd44-aca8db7a17a2,85d086ca-e6fe-4d7d-bedc-9262c025682b,2020-06-22T13:52:07.21026Z,2020-06-22T13:52:07.416062Z,2020-06-22T13:52:07.192844Z,,,2020-06-22T13:52:07.377145Z,,,,,f60cecf2-26f9-476b-b4e1-ad403be580f2,FRAN,us_equity,294,0,,,limit,limit,buy,day,4.25,,canceled,False,
d01da8c7-1d2b-494d-bf48-c734d8dd6eac,1c00d018-7dc3-4474-858e-840073f275e1,2020-06-22T13:51:14.400314Z,2020-06-22T13:51:22.221943Z,2020-06-22T13:51:14.385579Z,,,2020-06-22T13:51:22.200499Z,,,,,c3b59e64-a696-49d2-85b6-a6b819773ef0,OBCI,us_equity,133,0,,,limit,limit,buy,day,9.33,,canceled,False,
beca0d8a-e520-4dd8-ac7e-7f48b3ca1dd7,6a682cea-f08a-4a89-ab75-c2c747d0e4b4,2020-06-22T13:51:01.407835Z,2020-06-22T13:51:01.773531Z,2020-06-22T13:51:01.34814Z,2020-06-22T13:51:01.760356Z,,,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,128,128,9.74,,limit,limit,buy,day,9.75,,filled,False,
51707425-80ae-40ca-b157-00f38ae598b4,65d3d5f5-0abc-4e3a-86c1-0e5776bfd889,2020-06-22T13:50:58.290811Z,2020-06-22T13:51:01.6129Z,2020-06-22T13:50:58.269004Z,,,2020-06-22T13:51:01.561955Z,,,,,c3b59e64-a696-49d2-85b6-a6b819773ef0,OBCI,us_equity,134,0,,,limit,limit,buy,day,9.29,,canceled,False,
24a67091-e606-4435-967f-86e4653fdd97,89db9754-af5d-43ee-9a91-c952c9d6716b,2020-06-22T13:50:49.317408Z,2020-06-22T13:50:55.362714Z,2020-06-22T13:50:49.297935Z,,,2020-06-22T13:50:55.342006Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,128,0,,,limit,limit,buy,day,9.71,,canceled,False,
97835769-f486-49a4-8f22-89455c134c2f,8412f9d1-d078-4f62-a11e-879347333d62,2020-06-22T13:50:46.513767Z,2020-06-22T13:50:47.187176Z,2020-06-22T13:50:46.498551Z,,,2020-06-22T13:50:47.175554Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,128,0,,,limit,limit,buy,day,9.74,,canceled,False,
7c2f62e8-ee3c-4857-b8e5-09e1bec641c4,e6e71b49-ecc2-4964-b516-91826ef8804a,2020-06-22T13:50:39.293839Z,2020-06-22T13:50:39.434296Z,2020-06-22T13:50:39.277933Z,,,2020-06-22T13:50:39.422849Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,127,0,,,limit,limit,buy,day,9.8,,canceled,False,
9127a5ff-364b-4e2c-a55a-38aa5ae951ce,b13e33f8-9580-4260-81fb-eccc9447c84d,2020-06-22T13:50:36.196138Z,2020-06-22T13:50:36.442399Z,2020-06-22T13:50:36.176159Z,,,2020-06-22T13:50:36.41837Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,127,0,,,limit,limit,buy,day,9.82,,canceled,False,
944634fe-15b7-4513-8efd-53fcf224317b,02b90080-7e83-4214-9913-da4cb27b6239,2020-06-22T13:50:32.37346Z,2020-06-22T13:50:32.577889Z,2020-06-22T13:50:32.353542Z,,,2020-06-22T13:50:32.549397Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,127,0,,,limit,limit,buy,day,9.8,,canceled,False,
e8340c1c-0bbd-489b-9942-f31ca15e9601,289d5216-3391-4ec3-b36f-854a625c0c34,2020-06-22T13:50:26.409946Z,2020-06-22T13:50:27.128768Z,2020-06-22T13:50:26.394618Z,,,2020-06-22T13:50:27.117818Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,127,0,,,limit,limit,buy,day,9.78,,canceled,False,
7b3a87f3-6420-470f-ad5b-1406788c8578,ca4a8154-a159-4a49-8393-7646960051f6,2020-06-22T13:50:23.193048Z,2020-06-22T13:50:23.334778Z,2020-06-22T13:50:23.179592Z,,,2020-06-22T13:50:23.302857Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,126,0,,,limit,limit,buy,day,9.85,,canceled,False,
7509f0f8-0e20-4618-988d-8f63b43f8e3b,36e045b3-646f-4752-9f22-7d65b36db0b1,2020-06-22T13:50:21.250169Z,2020-06-22T13:50:21.48347Z,2020-06-22T13:50:21.235515Z,,,2020-06-22T13:50:21.460253Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,127,0,,,limit,limit,buy,day,9.79,,canceled,False,
a1b31562-8736-498a-80d3-b39b83d10c1f,b58d18ed-14cf-4292-8af6-cbd4caf11315,2020-06-22T13:50:17.428772Z,2020-06-22T13:50:17.622806Z,2020-06-22T13:50:17.405937Z,2020-06-22T13:50:17.596055Z,,,,,,,67707692-13bd-4864-b5a4-1aea9d1db387,MLSS,us_equity,416,416,3,,limit,limit,buy,day,3,,filled,False,
2a586a27-b8cd-47dd-8f2c-80db281b756e,ef7e0687-48db-4108-aaa3-3a724ec12c46,2020-06-22T13:50:14.411672Z,2020-06-22T13:50:14.628118Z,2020-06-22T13:50:14.395659Z,,,2020-06-22T13:50:14.608149Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,127,0,,,limit,limit,buy,day,9.77,,canceled,False,
cf28a075-0677-4586-9fc3-19c47b7ef086,f2bdaac2-9712-4f09-ad20-6fa836279e71,2020-06-22T13:50:12.269007Z,2020-06-22T13:50:12.459315Z,2020-06-22T13:50:12.255437Z,,,2020-06-22T13:50:12.431867Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,128,0,,,limit,limit,buy,day,9.75,,canceled,False,
306e15e5-a658-4da1-9697-81209298190b,9736ce09-c6bf-4151-98ae-50b3f2a5b676,2020-06-22T13:50:07.233506Z,2020-06-22T13:50:07.435746Z,2020-06-22T13:50:07.209145Z,,,2020-06-22T13:50:07.385325Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,129,0,,,limit,limit,buy,day,9.67,,canceled,False,
8b77f85b-5cb8-4f22-b652-06daca7a2bed,2bcc3c02-051e-4f26-ae66-1b5f4f65e668,2020-06-22T13:50:02.317427Z,2020-06-22T13:50:04.318363Z,2020-06-22T13:50:02.280608Z,,,2020-06-22T13:50:04.289912Z,,,,,ede37bf9-fccb-4653-8bf0-118ff53d05a4,NK,us_equity,128,0,,,limit,limit,buy,day,9.71,,canceled,False,
31bd7488-da64-460a-b2b0-17f072dde48d,2227d295-360d-42a2-98a5-3882f80fc0c9,2020-06-22T13:49:45.336912Z,2020-06-22T13:49:45.563044Z,2020-06-22T13:49:45.318889Z,2020-06-22T13:49:45.540387Z,,,,,,,a2066a09-3c46-4b9c-969a-0a8c62c38080,RIOT,us_equity,555,555,2.25,,limit,limit,buy,day,2.25,,filled,False,
cbf2e546-db8d-4cca-9b31-30b9d38f2c65,e95c6006-54e4-41a2-9735-743db00ed75e,2020-06-22T13:49:26.408528Z,2020-06-22T13:49:36.183222Z,2020-06-22T13:49:26.383692Z,,,2020-06-22T13:49:36.173487Z,,,,,a2066a09-3c46-4b9c-969a-0a8c62c38080,RIOT,us_equity,555,0,,,limit,limit,buy,day,2.24,,canceled,False,
503c1f62-75e7-45a7-ae65-cf8d8792a4e6,4d066f31-5a49-42f0-817f-34f9ea871662,2020-06-22T13:48:17.15719Z,2020-06-22T13:48:17.275711Z,2020-06-22T13:48:17.132988Z,2020-06-22T13:48:17.263034Z,,,,,,,1abb3fb5-2390-4036-9ced-a1e7eebe75eb,SINT,us_equity,405,405,2.99,,limit,limit,buy,day,3.08,,filled,False,
a94151ae-455b-477c-a750-bd342f4b74fe,b79597f3-9a5d-4732-bb38-b7601b3c5169,2020-06-22T13:48:07.226094Z,2020-06-22T13:48:10.344053Z,2020-06-22T13:48:07.210741Z,2020-06-22T13:48:10.235069Z,,,,,,,3c2b0562-f07f-4868-8487-7b2cc046e332,HOME,us_equity,172,172,7.24,,limit,limit,buy,day,7.24,,filled,False,
f34ab6cf-940a-456f-9e82-a0cbd43a6fea,41a3886b-b2b0-4780-8757-918bf6c110e7,2020-06-22T13:48:01.240171Z,2020-06-22T13:48:06.299759Z,2020-06-22T13:48:01.222385Z,2020-06-22T13:48:06.253508Z,,,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,396,396,3.15,,limit,limit,buy,day,3.15,,filled,False,
891c0189-7910-465e-8c0f-85de1bc2a649,91456967-ff4e-45c8-90ed-7c5bbecdb2b8,2020-06-22T13:47:58.286702Z,2020-06-22T13:47:58.499099Z,2020-06-22T13:47:58.270465Z,,,2020-06-22T13:47:58.488952Z,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,396,0,,,limit,limit,buy,day,3.15,,canceled,False,
1b9e7159-906b-428b-866c-c3cdaa6230eb,ce04d45d-fdaa-4598-b409-83e549827093,2020-06-22T13:47:56.686742Z,2020-06-22T13:50:55.19464Z,2020-06-22T13:47:56.672007Z,,,2020-06-22T13:50:55.178983Z,,,,,c3b59e64-a696-49d2-85b6-a6b819773ef0,OBCI,us_equity,134,0,,,limit,limit,buy,day,9.29,,canceled,False,
e5e9c3a2-562e-42af-804d-3b0151e165f2,7446c240-a617-4211-a20f-fa45022bdd2c,2020-06-22T13:47:55.434475Z,2020-06-22T13:49:13.02581Z,2020-06-22T13:47:55.420014Z,2020-06-22T13:49:13.018058Z,,,,,,,e2a66ce3-b8dd-4adc-bbe0-f2c80aa21134,AXU,us_equity,584,584,2.13,,limit,limit,buy,day,2.13,,filled,False,
5905b18a-05c7-4708-9e80-49c6547ea7ce,c8404b2b-715e-4239-ab4e-03353fd396a4,2020-06-22T13:47:54.247558Z,2020-06-22T13:47:56.962926Z,2020-06-22T13:47:54.221773Z,,,2020-06-22T13:47:56.93394Z,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,396,0,,,limit,limit,buy,day,3.15,,canceled,False,
c07851d0-eb7d-48cb-8b3f-20ee04a5d8c3,47a692cb-b789-4420-b4af-5331b9a41e2f,2020-06-22T13:47:52.5854Z,2020-06-22T13:47:52.705609Z,2020-06-22T13:47:52.565636Z,,,2020-06-22T13:47:52.693363Z,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,395,0,,,limit,limit,buy,day,3.16,,canceled,False,
8750899f-cfe4-445e-b667-792ebc13d6f1,81f1b5dc-e56c-4fff-a27e-20d4c14580cc,2020-06-22T13:47:51.41879Z,2020-06-22T13:49:19.75931Z,2020-06-22T13:47:51.404749Z,2020-06-22T13:49:19.736691Z,,,,,,,a18d2410-9441-430d-837b-9a0d8c460e57,ZIOP,us_equity,364,364,3.43,,limit,limit,buy,day,3.43,,filled,False,
d1130085-b642-4846-8883-680e2bdaf578,ccd5f870-37d1-4a8c-80e6-39775d8dc501,2020-06-22T13:47:48.39404Z,2020-06-22T13:47:49.290684Z,2020-06-22T13:47:48.378505Z,,,2020-06-22T13:47:49.281761Z,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,396,0,,,limit,limit,buy,day,3.15,,canceled,False,
fc222fda-1fb4-41e9-a32d-734204b39b11,e6a0a06d-4ccf-40e8-a629-2170d198a44c,2020-06-22T13:47:46.169436Z,2020-06-22T13:47:46.452235Z,2020-06-22T13:47:46.152492Z,,,2020-06-22T13:47:46.431175Z,,,,,b93c37d4-b4b6-472a-9e64-966bfe39aa24,HL,us_equity,396,0,,,limit,limit,buy,day,3.15,,canceled,False,
